,index,smiles,ic50_value
195,195,CC1(C)CCC(NC/C=C/CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,0.99
196,196,c1cncc(CNCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)c1,0.058
197,197,FC1(F)CCC(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,19.2
198,198,CC(C)(CCN)CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,10.8
199,199,CC(C)(CN)CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,20.0
200,200,c1ccc2c(c1)CN[C@@H](CN(CCCCN(Cc1ccncc1)Cc1ccncc1)[C@H]1CCCc3cccnc31)C2,0.622
201,201,CC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(C)c2)ccn1,3.9
202,202,COc1cc(-c2ccnc(NC(C)=O)c2)ccc1OC[C@@H](N)CC(C)C,6.9
203,203,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C3CC3)c2)ccn1,16.3
204,204,Cc1cc(-c2cc(C(F)F)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
205,205,CC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(C#N)c2)ccn1,2.6
206,206,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
207,207,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C)n2)ccn1,20.0
208,208,COC(=O)Nc1cc(-c2cnc(OC[C@@](C)(N)CC(C)C)c(OC)c2)ccn1,20.0
209,209,CC(=O)Nc1cc(-c2cc(F)c(OC[C@@H](N)CC(C)C)c(C(F)(F)F)c2)ccn1,0.47000000000000003
210,210,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C#N)c2)ccn1,13.0
211,211,CC(C)C[C@](C)(N)COc1cnc(-c2ccnc(Cl)c2)cc1Cl,20.0
212,212,COC(=O)Nc1cc(-c2cc(OC)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
213,213,COC(=O)Nc1cc(-c2cc(Cl)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
214,214,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(F)c2)ccn1,20.0
215,215,Cc1cc(-c2cc(C(F)(F)F)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
216,216,CC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(OC(F)(F)F)c2)ccn1,9.5
217,217,COC(=O)Nc1cc(-c2cc(C(F)(F)F)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,5.3
218,218,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)(F)F)c2)ccn1,6.9
219,219,CC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(OC(F)(F)F)c2)ccn1,0.23
220,220,COC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(-c3ccno3)c2)ccn1,0.18
221,221,COC(=O)Nc1cc(-c2cnc(OC[C@@](C)(N)CC(C)C)cc2C)ccn1,20.0
222,222,CC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)(F)F)c2)ccn1,14.0
223,223,COC(=O)Nc1cc(-c2cnc(OC[C@@](C)(N)CC(C)C)c(C)c2)ccn1,20.0
224,224,COC(=O)Nc1cc(-c2cnc(OC[C@@](C)(N)CC(C)C)c(C#N)c2)ccn1,2.2
225,225,CC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(C(F)(F)F)c2)ccn1,0.33
226,226,CC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(Cl)c2)ccn1,2.6
227,227,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(Cl)c2)ccn1,0.74
228,228,COC(=O)Nc1cc(-c2cnc(OC[C@@](C)(N)CC(C)C)c(Cl)c2)ccn1,20.0
229,229,CC(=O)Nc1cc(-c2cc(F)c(OC[C@@H](N)CC(C)C)cc2F)ccn1,7.0
230,230,CC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C#N)c2)ccn1,20.0
231,231,CC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(F)c2)ccn1,20.0
232,232,CC(=O)Nc1cc(-c2cc(F)c(OC[C@@H](N)CC(C)C)c(Cl)c2)ccn1,0.8
233,233,Cc1cc(-c2ccnc(C(F)F)c2)ncc1OC[C@@](C)(N)CC(C)C,20.0
234,234,CC(C)C[C@](C)(N)COc1cnc(-c2ccnc(Cl)c2)cc1C(F)F,20.0
235,235,CC(=O)Nc1cc(-c2cc(F)c(OC[C@@H](N)CC(C)C)c(F)c2)ccn1,1.3
236,236,COC(=O)Nc1cc(-c2cc(C)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,13.0
237,237,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(CO)c2)ccn1,20.0
238,238,CC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(F)c2)ccn1,8.9
239,239,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)nc2)ccn1,20.0
240,240,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C)c2)ccn1,20.0
241,241,CC(C)C[C@](C)(N)COc1cnc(-c2ccnc(C(F)F)c2)cc1C(F)F,20.0
242,242,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)F)n2)ccn1,20.0
243,243,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)F)c2)ccn1,20.0
244,244,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(OC(F)(F)F)c2)ccn1,7.8
245,245,COC(=O)Nc1cc(-c2cc(C(F)F)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
246,246,Cc1cc(-c2cc(Cl)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,20.0
247,247,COC(=O)Nc1cc(-c2ccc(OC[C@@H](N)CC(C)C)c(F)c2)ccn1,2.1
248,248,COC(=O)Nc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(Cl)n2)ccn1,20.0
249,249,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CC4CC(CC(O)(C4)C2)C3)cc1F,6.3
250,250,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,20.0
251,251,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CCOCC2)cc1F,
252,252,CC(C)(C)[C@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,4.9
253,253,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCC(=NOCc3ccccc3)CC2)cc1F,
254,254,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCOCC2)cc1F,20.0
255,255,CC1(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)COC1,
256,256,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCCO2)cc1F,20.0
257,257,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CC[C@@H](O)CC2)cc1F,20.0
258,258,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CC3CCC2O3)cc1F,
259,259,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCC[C@@]2(O)CCC3)cc1F,6.3
260,260,O=S1(=O)CCC(Nc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,
261,261,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@@]23CCCO[C@@H]2OCC3)cc1F,
262,262,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCCOC2)cc1F,20.0
263,263,O=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,20.0
264,264,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCCC2CCOC2)cc1F,20.0
265,265,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCCO[C@H]2c2ccccc2)cc1F,
266,266,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCCC3(C2)OCCO3)cc1F,16.5
267,267,O=S1(=O)CCC(CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,20.0
268,268,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCOC2)cc1F,
269,269,C[C@]12OCC[C@@]1(CNc1cc(F)c(S(=O)(=O)Nc3nccs3)cc1Cl)CCO2,
270,270,O=S1(=O)CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,20.0
271,271,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2OCCO2)cc1F,20.0
272,272,CC(C)(C)[C@@H]1OCCC[C@@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,5.5
273,273,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCC[C@H](O)C2)cc1F,20.0
274,274,CC1CC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC(C)O1,
275,275,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CC3(COC3)C2)cc1F,
276,276,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2COCCO2)cc1F,20.0
277,277,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CC4CC(C2)C(O)C(C4)C3)cc1F,
278,278,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@@H]2CCCOC2)cc1F,
279,279,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CC[C@H](O)CC2)cc1F,20.0
280,280,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCCCO2)cc1F,20.0
281,281,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCOC2)cc1F,20.0
282,282,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCC[C@@H](O)C2)cc1F,20.0
283,283,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCC3(CC2)OCCO3)cc1F,
284,284,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CCOC2)cc1F,
285,285,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCC3(CC2)OCCO3)cc1F,
286,286,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC2CCCOC2)cc1F,
287,287,CON=C1CCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,13.7
288,288,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCCO2)cc1F,
289,289,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCOC2)cc1F,20.0
290,290,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCCO[C@@H]2c2ccccc2)cc1F,3.6
291,291,O=C1CCCC(CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)C1,20.0
292,292,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC2CCOCC2)cc1F,20.0
293,293,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@]23CCO[C@H]2OCC3)cc1F,20.0
294,294,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,
295,295,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccnc32)c(F)c1,
296,296,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cc(F)ccc32)cc1,
297,297,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(Cl)c32)cc1,
298,298,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)cc1,50.0
299,299,O=C(O)c1ccc(-n2cc(C(=O)c3ccccc3Cl)c3ccccc32)cc1,
300,300,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ncccc32)cc1,
301,301,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2cccc(F)c12,
302,302,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccc(F)cc32)cc1,
303,303,O=C(O)c1ccc(-n2cc(C(=O)c3c(F)cc(F)cc3Cl)c3ccccc32)cc1,
304,304,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)c(F)c1,
305,305,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1O,
306,306,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1,100.0
307,307,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)c(F)c1,26.0
308,308,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(Cl)c1,
309,309,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cc(Cl)cc3Cl)c3ccccc32)cc1,
310,310,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccncc32)cc1,
311,311,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1C(F)(F)F,
312,312,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2c(F)cccc12,
313,313,Cc1cc(C(=O)O)ccc1-n1cc(C(=O)c2c(Cl)cccc2Cl)c2ccccc21,
314,314,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccnc32)cc1,
315,315,O=C(O)c1ccc(-n2cc(C(=O)c3c(F)cccc3Cl)c3ccccc32)cc1,100.0
316,316,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2ccccc12,50.0
317,317,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)cc1,
318,318,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc32)cc1,37.0
319,319,Cc1cc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)ccc1C(=O)O,
320,320,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1F,
321,321,O=C(O)c1cc(Cl)c(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(Cl)c1,
322,322,COc1cccc2c(C(=O)c3c(Cl)cccc3Cl)cn(-c3ccc(C(=O)O)cc3)c12,
323,323,Cc1cccc2c(C(=O)c3ccccc3Cl)cn(-c3ccc(C(=O)O)cc3F)c12,
324,324,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)c(F)c1,
325,325,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2cccc(F)c12,
326,326,O=C(O)c1cc(F)c(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1,
327,327,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c32)cc1,16.3
328,328,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1,38.0
329,329,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(C(F)(F)F)c1,
330,330,O=C(O)c1ccc(-n2cc(C(=O)c3c(F)cccc3F)c3ccccc32)cc1,
331,331,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)cc1,
332,332,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)c(F)c1,
333,333,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)cc1,46.0
334,334,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ccccc12,
335,335,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1F,
336,336,Cc1c(C(=O)c2c(Cl)cccc2Cl)c2ccccc2n1-c1ccc(C(=O)O)cc1,
337,337,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ncccc12,
338,338,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1,50.0
339,339,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccnc32)c(F)c1,50.0
340,342,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)cc1,49.0
341,348,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3c(F)cccc32)c(F)c1,8.34
342,350,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1,15.5
343,351,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)c(F)c1,30.8
344,356,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2c(F)cccc12,27.2
345,359,O=C(O)c1ccc(-n2cc(C(=O)c3c(F)cccc3Cl)c3ccccc32)cc1,
346,360,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2ccccc12,
347,362,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc32)cc1,50.0
348,368,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)c(F)c1,50.0
349,371,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c32)cc1,13.9
350,372,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1,50.0
351,375,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)cc1,16.4
352,377,O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)cc1,44.7
353,381,Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ncccc12,50.0
354,382,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,25.0
355,383,Nc1nc2ccc(OC(F)(F)F)cc2s1,25.0
356,384,Nc1nc2ccc(SC(F)(F)F)cc2s1,25.0
357,385,CS(=O)(=O)c1ccc2nc(N)sc2c1,25.0
358,386,COc1ccc2nc(N)sc2c1,10.0
359,387,Nc1nc2ccc(OCc3ccccc3)cc2s1,10.0
360,388,Nc1nc2ccc(C(=O)NC(c3ccccc3)c3ccccc3)cc2s1,10.0
361,389,Nc1nc2ccc(SCc3ccc(Cl)c(Cl)c3)cc2s1,10.0
362,390,Nc1nc2ccc(S(=O)(=O)Cc3ccccc3)cc2s1,25.0
363,391,COC(=O)C1CCN(C(=O)c2ccc(CSc3ccc4nc(N)sc4c3)cc2)CC1,10.0
364,392,Nc1nc2ccc(C(=O)N(Cc3ccccc3)Cc3ccc(Cl)c(Cl)c3)cc2s1,10.0
365,393,COC(=O)c1ccc(CS(=O)(=O)c2ccc3nc(N)sc3c2)cc1,10.0
366,394,COC(=O)C1CCN(C(=O)c2ccc(CNC(=O)c3ccc4nc(N)sc4c3)cc2)CC1,25.0
367,395,Nc1nc2ccc(C(=O)N(CCO)Cc3ccccc3)cc2s1,10.0
368,396,Nc1nc2c(C(=O)NCc3ccc(Cl)c(Cl)c3)cc(O)c(O)c2s1,10.0
369,397,Nc1nc2c(C(=O)NCc3ccccc3)cc(O)c(O)c2s1,10.0
370,398,Nc1nc2ccc(C(=O)NCc3ccc(Cl)c(Cl)c3)cc2s1,10.0
371,399,Nc1nc2ccc(C(=O)NCc3ccccc3N)cc2s1,10.0
372,400,COc1ccc(CN(Cc2ccc(Cl)c(Cl)c2)C(=O)c2ccc3nc(N)sc3c2)cc1OC,10.0
373,401,N#Cc1ccc(CS(=O)(=O)c2ccc3nc(N)sc3c2)cc1,10.0
374,402,Nc1nc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2s1,10.0
375,403,N#Cc1ccc(COc2ccc3nc(N)sc3c2)cc1,10.0
376,404,Nc1nc2ccc(C(=O)NCc3ccccc3)cc2s1,25.0
377,405,Nc1nc2ccc(SCc3ccccc3)cc2s1,10.0
378,406,COC(=O)C1CCN(C(=O)c2ccc(CS(=O)(=O)c3ccc4nc(N)sc4c3)cc2)CC1,10.0
379,407,Nc1nc2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2s1,25.0
380,408,COC(=O)c1ccc(COc2ccc3nc(N)sc3c2)cc1,10.0
381,409,COC(=O)C1CCN(C(=O)c2ccc3nc(N)sc3c2)CC1,10.0
382,410,Nc1nc2c(O)cc(C(=O)NCc3ccc(Cl)c(Cl)c3)cc2s1,25.0
383,411,Nc1nc2c(O)cc(C(=O)NCc3ccccc3)cc2s1,10.0
384,412,Nc1nc2ccc(C(=O)NCCc3cccs3)cc2s1,25.0
385,413,COc1cc(CNC(=O)c2ccc3nc(N)sc3c2)cc(OC)c1OC,25.0
386,414,N#Cc1ccc(CNC(=O)c2ccc3nc(N)sc3c2)cc1,25.0
387,415,Nc1nc2ccc(SCc3ccc(C(=O)NCc4ccccc4)cc3)cc2s1,10.0
388,416,N#Cc1ccc(CSc2ccc3nc(N)sc3c2)cc1,10.0
389,417,COC(=O)C1CCN(C(=O)c2ccc(COc3ccc4nc(N)sc4c3)cc2)CC1,25.0
390,418,COC(=O)c1ccc(CSc2ccc3nc(N)sc3c2)cc1,10.0
391,419,COC(=O)c1ccc(CNC(=O)c2ccc3nc(N)sc3c2)cc1,25.0
392,420,Nc1nc2ccc(S(=O)(=O)Cc3ccc(Cl)c(Cl)c3)cc2s1,10.0
393,421,Nc1nc2ccc(C(=O)NCc3ccc(C(=O)NCc4ccccc4)cc3)cc2s1,10.0
394,422,Nc1nc2ccc(C(=O)NCc3ccccc3[N+](=O)[O-])cc2s1,10.0
395,423,Nc1nc2c(C(=O)N(Cc3ccccc3)Cc3ccc(Cl)c(Cl)c3)cc(O)c(O)c2s1,10.0
396,424,CSc1ccc2nc(N)sc2c1,25.0
397,425,CC(C)C[C@H](N)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,120.0
398,426,CC(C)C[C@H](N)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,170.0
399,427,CC(C)C[C@H](N)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,220.0
400,428,Cc1ccc(N2CCN(C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N3CCCC3=O)CC2)c([C@@H](N)CC(C)C)c1,1900.0
401,429,CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,49000.0
402,430,CCN[C@@H](CC(C)C)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,640.0
403,431,CCN(CC)[C@@H](CC(C)C)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,2700.0
404,432,CC(C)C[C@H](NCCO)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,480.0
405,433,CC(C)C[C@H](NCCO)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,35000.0
406,434,CC(C)C[C@H](NCCN)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,4900.0
407,435,CC(C)C[C@H](NCCN)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,8900.0
408,436,CC(C)C[C@H](NCCN)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,6300.0
409,437,CC(C)C[C@@H](c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1)N(C)CCN,650.0
410,438,CNCCN[C@@H](CC(C)C)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,4800.0
411,439,CNCCN[C@@H](CC(C)C)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,11000.0
412,440,CC(C)C[C@H](NCCN(C)C)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,32000.0
413,441,CCN(CC)CCN[C@@H](CC(C)C)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,37000.0
414,442,CC(C)C[C@H](NCCCN)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,3400.0
415,443,CC(C)C[C@H](NCCCN)c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,16000.0
416,444,CC(C)C[C@H](NCCCN)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,15000.0
417,445,CC(C)C[C@H](NCC(N)=O)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,720.0
418,446,CC(C)C[C@H](NCC(=O)O)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,50000.0
419,447,CC(C)C[C@H](NCCCC(=O)O)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,21000.0
420,448,CC(C)C[C@H](NCCCC(=O)O)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,25000.0
421,449,CC(C)C[C@H](NC(=O)CN)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,3600.0
422,450,CNCC(=O)N[C@@H](CC(C)C)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,2300.0
423,451,CNCC(=O)N[C@@H](CC(C)C)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,6500.0
